CPC Model
All Time
Campaign,Start date,End date,Campaign type,Search keyword,Keyword max CPC,Currency,Keyword ID,Keyword/Placement,Day,Day of week,Week,Search keyword max. CPM,Cost,Avg. CPC
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.78,CAD,13413436,boots online,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,2.44,1.22
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,online boots,0.78,CAD,143966063,online boots,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,women footwear online,0.78,CAD,788764460,women footwear online,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best canadian mens winter boots,0.78,CAD,862146751118,best canadian mens winter boots,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,shoes,0.78,CAD,10104310,shoes,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,1.06,1.06
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots,0.78,CAD,10270951,boots,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,1.06,1.06
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens winter boots,0.78,CAD,53836640,womens winter boots,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots for women,0.78,CAD,298397001506,best winter boots for women,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes,0.01,CAD,10104310,shoes,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,16.81,1.20
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy shoes,0.01,CAD,10520666,buy shoes,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,0.60,0.60
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,sneaker stores,0.01,CAD,11663182,sneaker stores,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy sneakers,0.01,CAD,11665472,buy sneakers,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe stores,0.01,CAD,17112641,shoe stores,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,2.73,0.91
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,the shoe store,0.01,CAD,31358040,the shoe store,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shopping shoe,0.01,CAD,88049119,shopping shoe,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots,0.78,CAD,10270951,boots,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,2.15,0.72
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.78,CAD,10900351,buy shoes online,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.78,CAD,13413436,boots online,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,2.29,2.29
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.78,CAD,13413586,footwear online,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,1.04,1.04
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,online boots,0.78,CAD,143966063,online boots,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,shoes,0.78,CAD,10104310,shoes,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,shoe company,0.78,CAD,351154064,shoe company,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,4.77,4.77
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes,0.01,CAD,10104310,shoes,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,11.70,1.06
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear,0.01,CAD,10270901,footwear,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,7.18,0.60
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy boots,0.01,CAD,10530156,buy boots,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,winter boots,0.01,CAD,11876386,winter boots,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,winter boots women,0.01,CAD,12776793,winter boots women,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,womens boots,0.01,CAD,12944666,womens boots,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes for women,0.01,CAD,17643093,shoes for women,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,3.37,1.68
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe shopping online,0.01,CAD,32676043,shoe shopping online,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,online shoe shopping canada,0.01,CAD,1755461065,online shoe shopping canada,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,3.03,1.52
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,ankle boots canada,0.01,CAD,489394163712,ankle boots canada,2020-03-11,Wednesday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots,0.78,CAD,10270951,boots,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens shoe,0.78,CAD,10615051,womens shoe,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,6.13,2.04
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.78,CAD,10900351,buy shoes online,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens boots,0.78,CAD,12944666,womens boots,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.78,CAD,13413436,boots online,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,1.11,1.11
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,women shoes online,0.78,CAD,32676053,women shoes online,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,online boots,0.78,CAD,143966063,online boots,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ankle boots canada,0.78,CAD,489394163712,ankle boots canada,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,shoes,0.78,CAD,10104310,shoes,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,23.37,2.92
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens winter boots,0.78,CAD,53836640,womens winter boots,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,2.34,1.17
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,sneakers,0.78,CAD,53974927,sneakers,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,sandals,0.78,CAD,68099811,sandals,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,shoe company,0.78,CAD,351154064,shoe company,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots,0.78,CAD,710200109,best winter boots,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear shoes,0.01,CAD,13414066,footwear shoes,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.30,0.30
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe shop,0.01,CAD,21410831,shoe shop,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.32,0.32
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear brands,0.01,CAD,320945612554,footwear brands,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes,0.01,CAD,10104310,shoes,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,15.87,1.22
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy boots,0.01,CAD,10530156,buy boots,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy sneakers,0.01,CAD,11665472,buy sneakers,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,womens boots,0.01,CAD,12944666,womens boots,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe stores,0.01,CAD,17112641,shoe stores,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,2.87,0.96
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes for women,0.01,CAD,17643093,shoes for women,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,1.19,0.60
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shopping shoe,0.01,CAD,88049119,shopping shoe,2020-03-12,Thursday,"Week of Mar 9, 2020",0.01,1.89,0.94
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots,0.78,CAD,10270951,boots,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,7.17,2.39
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.78,CAD,13413436,boots online,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,women shoes online,0.78,CAD,32676053,women shoes online,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.78,CAD,11671422,mens winter boots,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,sandals,0.78,CAD,68099811,sandals,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,online shoe stores,0.01,CAD,11433030,online shoe stores,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.72,0.36
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,flat sandals,0.01,CAD,11657922,flat sandals,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear shoes,0.01,CAD,13414066,footwear shoes,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,ladies summer shoes,0.01,CAD,295552169649,ladies summer shoes,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,summer footwear,0.01,CAD,298628039916,summer footwear,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear brands,0.01,CAD,320945612554,footwear brands,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.23,0.23
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear,0.01,CAD,10270901,footwear,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,14.22,1.29
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,sneaker stores,0.01,CAD,11663182,sneaker stores,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy sneakers,0.01,CAD,11665472,buy sneakers,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,womens boots,0.01,CAD,12944666,womens boots,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes for women,0.01,CAD,17643093,shoes for women,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,2.16,2.16
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe shops online,0.01,CAD,48786850,shoe shops online,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shopping shoe,0.01,CAD,88049119,shopping shoe,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,13.36,2.67
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,online shoe shopping canada,0.01,CAD,1755461065,online shoe shopping canada,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,4.13,0.83
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,canadian footwear,0.01,CAD,329375855174,canadian footwear,2020-03-13,Friday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens shoe,0.78,CAD,10615051,womens shoe,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,1.48,1.48
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots,0.78,CAD,11134040,mens boots,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,online boots,0.78,CAD,143966063,online boots,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.78,CAD,11671422,mens winter boots,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,shoes,0.78,CAD,10104310,shoes,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,41.03,2.41
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots,0.78,CAD,11876386,winter boots,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,3.92,3.92
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,sneakers,0.78,CAD,53974927,sneakers,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,3.05,1.52
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,sandals,0.78,CAD,68099811,sandals,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,shoe company,0.78,CAD,351154064,shoe company,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,sandals,0.01,CAD,10270611,sandals,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe shop,0.01,CAD,21410831,shoe shop,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.76,0.19
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear online shopping,0.01,CAD,925268042,footwear online shopping,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,summer footwear,0.01,CAD,298628039916,summer footwear,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear brands,0.01,CAD,320945612554,footwear brands,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy boots,0.01,CAD,10530156,buy boots,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,sneaker stores,0.01,CAD,11663182,sneaker stores,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,winter boots,0.01,CAD,11876386,winter boots,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes for women,0.01,CAD,17643093,shoes for women,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe shops online,0.01,CAD,48786850,shoe shops online,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,warm winter boots,0.01,CAD,612755021,warm winter boots,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear store,0.01,CAD,294930289346,footwear store,2020-03-14,Saturday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots,0.78,CAD,10270951,boots,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,4.49,1.50
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens shoe,0.78,CAD,10615051,womens shoe,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,1.79,0.90
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots,0.78,CAD,11134040,mens boots,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.78,CAD,13413586,footwear online,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,2.92,1.46
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,rieker,0.78,CAD,92800640,rieker,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,online boots,0.78,CAD,143966063,online boots,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online canada,0.78,CAD,306016330694,boots online canada,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.78,CAD,11671422,mens winter boots,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots canada,0.78,CAD,295188042896,mens winter boots canada,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens winter boots,0.78,CAD,53836640,womens winter boots,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,sandals,0.01,CAD,10270611,sandals,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,1.29,1.29
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,online shoe stores,0.01,CAD,11433030,online shoe stores,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,3.40,1.70
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear shoes,0.01,CAD,13414066,footwear shoes,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,0.17,0.17
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe shop,0.01,CAD,21410831,shoe shop,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,4.24,1.06
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy shoes,0.01,CAD,10520666,buy shoes,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes for women,0.01,CAD,17643093,shoes for women,2020-03-15,Sunday,"Week of Mar 9, 2020",0.01,3.50,1.17
